filename,stalled
100006.mp4,0
100010.mp4,0
100013.mp4,0
100018.mp4,0
100023.mp4,0
100025.mp4,0
100027.mp4,0
100031.mp4,0
100034.mp4,0
100058.mp4,0
100059.mp4,0
100063.mp4,0
100065.mp4,0
100077.mp4,0
100082.mp4,0
100083.mp4,0
100084.mp4,0
100086.mp4,0
100091.mp4,0
100093.mp4,0
100107.mp4,0
100109.mp4,1
100112.mp4,0
100113.mp4,0
100114.mp4,0
100115.mp4,0
100131.mp4,0
100135.mp4,0
100138.mp4,0
100145.mp4,0
100148.mp4,0
100149.mp4,0
100152.mp4,0
100155.mp4,0
100156.mp4,0
100158.mp4,0
100163.mp4,0
100180.mp4,0
100181.mp4,0
100194.mp4,0
100195.mp4,0
100200.mp4,0
100216.mp4,0
100218.mp4,0
100220.mp4,0
100224.mp4,0
100225.mp4,0
100227.mp4,0
100240.mp4,0
100243.mp4,0
100244.mp4,0
100251.mp4,0
100253.mp4,0
100254.mp4,0
100259.mp4,0
100269.mp4,0
100271.mp4,0
100275.mp4,0
100282.mp4,0
100285.mp4,0
100287.mp4,0
100293.mp4,0
100311.mp4,0
100315.mp4,0
100317.mp4,0
100342.mp4,0
100349.mp4,0
100355.mp4,0
100366.mp4,0
100372.mp4,0
100373.mp4,0
100381.mp4,0
100384.mp4,0
100387.mp4,0
100390.mp4,0
100392.mp4,0
100393.mp4,0
100397.mp4,0
100399.mp4,0
100406.mp4,0
100414.mp4,0
100417.mp4,0
100423.mp4,0
100436.mp4,0
100437.mp4,0
100442.mp4,0
100443.mp4,0
100445.mp4,0
100451.mp4,0
100453.mp4,0
100455.mp4,0
100457.mp4,0
100459.mp4,0
100468.mp4,0
100470.mp4,0
100480.mp4,0
100483.mp4,0
100497.mp4,0
100511.mp4,0
100536.mp4,0
100540.mp4,0
100544.mp4,0
100550.mp4,0
100552.mp4,0
100562.mp4,0
100566.mp4,0
100572.mp4,0
100577.mp4,0
100578.mp4,0
100584.mp4,0
100593.mp4,0
100597.mp4,0
100603.mp4,0
100607.mp4,0
100613.mp4,0
100614.mp4,0
100618.mp4,0
100620.mp4,0
100623.mp4,0
100625.mp4,0
100632.mp4,0
100634.mp4,0
100636.mp4,0
100642.mp4,0
100646.mp4,0
100653.mp4,0
100664.mp4,0
100665.mp4,0
100687.mp4,0
100691.mp4,0
100717.mp4,0
100728.mp4,0
100732.mp4,0
100734.mp4,0
100738.mp4,0
100740.mp4,0
100744.mp4,0
100747.mp4,0
100757.mp4,0
100760.mp4,0
100762.mp4,0
100773.mp4,0
100775.mp4,0
100779.mp4,0
100780.mp4,0
100802.mp4,0
100809.mp4,0
100817.mp4,0
100827.mp4,0
100831.mp4,0
100836.mp4,0
100837.mp4,0
100842.mp4,0
100844.mp4,0
100845.mp4,0
100867.mp4,0
100869.mp4,0
100883.mp4,0
100884.mp4,0
100885.mp4,0
100887.mp4,0
100898.mp4,0
100906.mp4,0
100908.mp4,0
100924.mp4,0
100935.mp4,0
100940.mp4,0
100944.mp4,0
100967.mp4,0
100971.mp4,0
100979.mp4,0
100985.mp4,0
100989.mp4,0
100991.mp4,0
100993.mp4,0
100995.mp4,0
100998.mp4,0
101000.mp4,0
101002.mp4,0
101012.mp4,0
101015.mp4,0
101021.mp4,0
101024.mp4,0
101038.mp4,0
101040.mp4,0
101042.mp4,0
101056.mp4,0
101059.mp4,0
101062.mp4,0
101064.mp4,0
101082.mp4,0
101084.mp4,0
101088.mp4,0
101095.mp4,0
101100.mp4,0
101108.mp4,0
101114.mp4,0
101118.mp4,0
101122.mp4,0
101125.mp4,0
101126.mp4,0
101133.mp4,0
101134.mp4,0
101140.mp4,0
101142.mp4,0
101146.mp4,0
101157.mp4,0
101160.mp4,0
101163.mp4,0
101168.mp4,0
101169.mp4,0
101170.mp4,0
101176.mp4,0
101177.mp4,0
101180.mp4,0
101185.mp4,0
101192.mp4,0
101196.mp4,0
101199.mp4,0
101201.mp4,0
101207.mp4,0
101226.mp4,0
101232.mp4,0
101233.mp4,0
101234.mp4,0
101241.mp4,0
101242.mp4,0
101245.mp4,0
101246.mp4,0
101249.mp4,0
101250.mp4,0
101252.mp4,0
101254.mp4,0
101260.mp4,0
101266.mp4,0
101269.mp4,0
101270.mp4,0
101285.mp4,0
101291.mp4,0
101299.mp4,0
101301.mp4,0
101308.mp4,0
101309.mp4,1
101316.mp4,0
101322.mp4,0
101331.mp4,0
101333.mp4,0
101338.mp4,0
101340.mp4,0
101354.mp4,0
101355.mp4,0
101359.mp4,0
101369.mp4,0
101377.mp4,0
101378.mp4,0
101392.mp4,0
101393.mp4,0
101395.mp4,0
101397.mp4,0
101398.mp4,0
101406.mp4,0
101416.mp4,0
101418.mp4,0
101424.mp4,0
101426.mp4,0
101428.mp4,0
101433.mp4,0
101440.mp4,0
101442.mp4,0
101462.mp4,0
101465.mp4,0
101466.mp4,0
101472.mp4,0
101481.mp4,0
101503.mp4,0
101504.mp4,0
101505.mp4,0
101506.mp4,0
101516.mp4,0
101534.mp4,0
101537.mp4,0
101538.mp4,0
101540.mp4,0
101541.mp4,0
101547.mp4,0
101549.mp4,0
101554.mp4,0
101563.mp4,0
101566.mp4,0
101568.mp4,0
101569.mp4,0
101571.mp4,0
101572.mp4,0
101580.mp4,0
101590.mp4,0
101591.mp4,0
101602.mp4,0
101603.mp4,0
101616.mp4,0
101633.mp4,0
101651.mp4,0
101658.mp4,0
101665.mp4,0
101666.mp4,0
101668.mp4,0
101674.mp4,0
101679.mp4,0
101685.mp4,0
101687.mp4,0
101696.mp4,0
101700.mp4,0
101702.mp4,0
101718.mp4,0
101720.mp4,0
101723.mp4,0
101726.mp4,0
101733.mp4,0
101734.mp4,0
101736.mp4,0
101738.mp4,0
101744.mp4,0
101745.mp4,0
101751.mp4,0
101763.mp4,0
101766.mp4,0
101776.mp4,0
101781.mp4,0
101804.mp4,0
101807.mp4,0
101811.mp4,0
101815.mp4,0
101825.mp4,0
101831.mp4,0
101835.mp4,0
101842.mp4,0
101855.mp4,0
101860.mp4,0
101868.mp4,0
101870.mp4,0
101875.mp4,0
101879.mp4,0
101886.mp4,0
101889.mp4,0
101895.mp4,0
101904.mp4,0
101906.mp4,0
101909.mp4,0
101913.mp4,0
101917.mp4,0
101918.mp4,0
101931.mp4,0
101933.mp4,0
101936.mp4,0
101942.mp4,0
101943.mp4,0
101948.mp4,0
101949.mp4,0
101957.mp4,0
101971.mp4,0
101975.mp4,0
101983.mp4,0
101985.mp4,0
101997.mp4,0
102010.mp4,0
102015.mp4,0
102026.mp4,0
102035.mp4,0
102042.mp4,0
102045.mp4,0
102053.mp4,0
102054.mp4,0
102063.mp4,0
102066.mp4,0
102069.mp4,0
102070.mp4,0
102072.mp4,0
102073.mp4,0
102084.mp4,0
102085.mp4,0
102087.mp4,0
102097.mp4,0
102099.mp4,0
102105.mp4,0
102109.mp4,0
102110.mp4,0
102114.mp4,0
102139.mp4,0
102151.mp4,0
102157.mp4,0
102158.mp4,0
102164.mp4,0
102166.mp4,0
102167.mp4,0
102176.mp4,0
102182.mp4,0
102188.mp4,0
102198.mp4,0
102200.mp4,0
102218.mp4,0
102219.mp4,0
102221.mp4,0
102231.mp4,0
102250.mp4,0
102252.mp4,0
102255.mp4,0
102260.mp4,0
102261.mp4,0
102263.mp4,0
102268.mp4,0
102278.mp4,0
102293.mp4,0
102304.mp4,0
102318.mp4,0
102319.mp4,0
102329.mp4,0
102331.mp4,0
102333.mp4,0
102342.mp4,0
102343.mp4,0
102354.mp4,0
102359.mp4,0
102368.mp4,0
102376.mp4,0
102381.mp4,0
102391.mp4,0
102392.mp4,0
102396.mp4,0
102398.mp4,0
102402.mp4,0
102408.mp4,0
102414.mp4,0
102416.mp4,0
102420.mp4,0
102422.mp4,0
102432.mp4,0
102436.mp4,0
102440.mp4,0
102443.mp4,0
102446.mp4,0
102449.mp4,0
102452.mp4,0
102453.mp4,0
102461.mp4,0
102467.mp4,0
102477.mp4,0
102478.mp4,0
102482.mp4,0
102485.mp4,0
102487.mp4,0
102492.mp4,0
102494.mp4,0
102497.mp4,0
102501.mp4,0
102510.mp4,0
102522.mp4,0
102528.mp4,0
102530.mp4,0
102532.mp4,0
102538.mp4,0
102543.mp4,0
102545.mp4,0
102556.mp4,0
102562.mp4,0
102576.mp4,0
102580.mp4,0
102582.mp4,0
102587.mp4,0
102595.mp4,0
102599.mp4,0
102600.mp4,0
102602.mp4,0
102604.mp4,0
102608.mp4,0
102617.mp4,0
102629.mp4,0
102638.mp4,0
102640.mp4,0
102641.mp4,0
102651.mp4,0
102666.mp4,0
102669.mp4,0
102676.mp4,0
102677.mp4,0
102681.mp4,0
102683.mp4,0
102687.mp4,0
102688.mp4,0
102705.mp4,0
102714.mp4,0
102718.mp4,0
102721.mp4,0
102724.mp4,0
102735.mp4,0
102738.mp4,0
102743.mp4,0
102751.mp4,0
102756.mp4,0
102757.mp4,0
102761.mp4,0
102770.mp4,0
102777.mp4,0
102782.mp4,0
102783.mp4,0
102785.mp4,0
102797.mp4,0
102801.mp4,0
102804.mp4,0
102807.mp4,0
102817.mp4,0
102828.mp4,0
102831.mp4,0
102833.mp4,0
102842.mp4,0
102846.mp4,0
102847.mp4,0
102851.mp4,0
102852.mp4,0
102854.mp4,0
102858.mp4,0
102863.mp4,0
102869.mp4,0
102886.mp4,0
102902.mp4,0
102903.mp4,0
102905.mp4,0
102908.mp4,0
102910.mp4,0
102912.mp4,0
102920.mp4,0
102926.mp4,0
102928.mp4,0
102930.mp4,0
102933.mp4,0
102941.mp4,0
102942.mp4,0
102945.mp4,0
102948.mp4,0
102952.mp4,1
102955.mp4,0
102962.mp4,0
102965.mp4,0
102971.mp4,0
102977.mp4,0
102981.mp4,0
102997.mp4,0
102999.mp4,0
103001.mp4,0
103005.mp4,0
103014.mp4,0
103019.mp4,0
103021.mp4,0
103023.mp4,0
103024.mp4,0
103029.mp4,0
103030.mp4,0
103034.mp4,0
103035.mp4,0
103037.mp4,0
103040.mp4,0
103041.mp4,0
103045.mp4,0
103049.mp4,0
103050.mp4,0
103061.mp4,0
103079.mp4,0
103081.mp4,0
103084.mp4,0
103096.mp4,0
103100.mp4,0
103106.mp4,0
103113.mp4,0
103114.mp4,0
103122.mp4,0
103123.mp4,0
103129.mp4,0
103140.mp4,0
103143.mp4,0
103151.mp4,0
103163.mp4,0
103166.mp4,0
103172.mp4,0
103173.mp4,0
103174.mp4,0
103176.mp4,0
103177.mp4,1
103179.mp4,0
103180.mp4,0
103185.mp4,0
103189.mp4,0
103200.mp4,0
103203.mp4,0
103207.mp4,0
103212.mp4,0
103213.mp4,0
103216.mp4,0
103219.mp4,0
103223.mp4,0
103227.mp4,0
103235.mp4,0
103239.mp4,0
103247.mp4,0
103248.mp4,0
103253.mp4,0
103254.mp4,0
103255.mp4,0
103257.mp4,0
103263.mp4,0
103273.mp4,0
103279.mp4,0
103283.mp4,0
103285.mp4,0
103289.mp4,0
103299.mp4,0
103303.mp4,0
103322.mp4,0
103329.mp4,0
103334.mp4,0
103335.mp4,0
103336.mp4,0
103337.mp4,0
103340.mp4,0
103359.mp4,0
103365.mp4,0
103368.mp4,0
103378.mp4,0
103383.mp4,0
103390.mp4,1
103394.mp4,0
103395.mp4,0
103396.mp4,0
103404.mp4,0
103405.mp4,0
103406.mp4,0
103408.mp4,0
103410.mp4,0
103412.mp4,0
103417.mp4,0
103422.mp4,0
103423.mp4,0
103430.mp4,0
103433.mp4,0
103434.mp4,0
103446.mp4,0
103456.mp4,0
103457.mp4,0
103458.mp4,0
103459.mp4,0
103469.mp4,0
103474.mp4,0
103480.mp4,0
103486.mp4,0
103494.mp4,0
103495.mp4,0
103497.mp4,0
103501.mp4,0
103503.mp4,0
103518.mp4,0
103519.mp4,0
103527.mp4,0
103528.mp4,0
103543.mp4,0
103551.mp4,0
103563.mp4,0
103564.mp4,0
103571.mp4,0
103579.mp4,0
103580.mp4,1
103585.mp4,0
103595.mp4,0
103608.mp4,0
103614.mp4,0
103618.mp4,0
103620.mp4,0
103621.mp4,0
103624.mp4,0
103627.mp4,0
103641.mp4,0
103643.mp4,0
103654.mp4,0
103657.mp4,0
103664.mp4,0
103667.mp4,0
103668.mp4,0
103670.mp4,0
103681.mp4,0
103690.mp4,0
103691.mp4,0
103694.mp4,0
103697.mp4,0
103703.mp4,0
103705.mp4,0
103707.mp4,0
103714.mp4,0
103716.mp4,0
103717.mp4,0
103721.mp4,0
103725.mp4,0
103726.mp4,0
103732.mp4,0
103734.mp4,0
103735.mp4,0
103739.mp4,0
103742.mp4,0
103753.mp4,0
103754.mp4,0
103756.mp4,0
103762.mp4,1
103763.mp4,0
103771.mp4,0
103773.mp4,0
103775.mp4,0
103776.mp4,0
103781.mp4,0
103789.mp4,0
103792.mp4,0
103794.mp4,0
103795.mp4,0
103796.mp4,0
103799.mp4,0
103812.mp4,0
103813.mp4,0
103818.mp4,0
103832.mp4,0
103837.mp4,0
103840.mp4,1
103842.mp4,0
103844.mp4,0
103846.mp4,0
103857.mp4,0
103873.mp4,0
103883.mp4,0
103894.mp4,0
103895.mp4,0
103901.mp4,0
103906.mp4,0
103911.mp4,0
103913.mp4,0
103917.mp4,0
103922.mp4,0
103923.mp4,0
103929.mp4,0
103934.mp4,0
103951.mp4,0
103952.mp4,0
103969.mp4,0
103970.mp4,0
103975.mp4,0
103978.mp4,0
103982.mp4,0
103997.mp4,0
104017.mp4,0
104023.mp4,0
104033.mp4,0
104035.mp4,0
104038.mp4,0
104047.mp4,0
104048.mp4,0
104049.mp4,0
104054.mp4,0
104057.mp4,0
104062.mp4,0
104063.mp4,0
104065.mp4,0
104069.mp4,0
104088.mp4,0
104089.mp4,0
104092.mp4,0
104093.mp4,0
104094.mp4,0
104100.mp4,0
104103.mp4,0
104106.mp4,0
104113.mp4,0
104116.mp4,0
104119.mp4,0
104123.mp4,0
104139.mp4,0
104141.mp4,0
104143.mp4,0
104156.mp4,0
104157.mp4,0
104158.mp4,0
104159.mp4,0
104164.mp4,0
104170.mp4,0
104171.mp4,0
104173.mp4,0
104185.mp4,0
104195.mp4,0
104199.mp4,0
104200.mp4,0
104201.mp4,0
104202.mp4,0
104203.mp4,0
104226.mp4,0
104248.mp4,0
104249.mp4,0
104254.mp4,0
104256.mp4,0
104257.mp4,0
104267.mp4,0
104269.mp4,0
104272.mp4,0
104276.mp4,0
104289.mp4,0
104292.mp4,0
104304.mp4,0
104306.mp4,0
104316.mp4,0
104318.mp4,0
104321.mp4,0
104330.mp4,0
104332.mp4,0
104338.mp4,0
104344.mp4,0
104345.mp4,0
104347.mp4,0
104349.mp4,0
104351.mp4,0
104357.mp4,0
104360.mp4,1
104369.mp4,0
104372.mp4,0
104374.mp4,0
104382.mp4,0
104384.mp4,0
104386.mp4,0
104392.mp4,0
104396.mp4,0
104399.mp4,0
104413.mp4,0
104426.mp4,0
104430.mp4,0
104439.mp4,0
104446.mp4,0
104447.mp4,0
104453.mp4,0
104465.mp4,0
104484.mp4,0
104488.mp4,0
104489.mp4,0
104491.mp4,0
104493.mp4,0
104505.mp4,0
104515.mp4,0
104519.mp4,0
104524.mp4,0
104525.mp4,0
104529.mp4,0
104530.mp4,0
104540.mp4,0
104549.mp4,0
104551.mp4,0
104563.mp4,0
104568.mp4,0
104571.mp4,0
104572.mp4,0
104573.mp4,0
104574.mp4,1
104581.mp4,0
104582.mp4,0
104584.mp4,0
104585.mp4,0
104590.mp4,0
104601.mp4,0
104610.mp4,0
104613.mp4,0
104621.mp4,0
104624.mp4,0
104630.mp4,1
104632.mp4,0
104635.mp4,0
104650.mp4,0
104658.mp4,0
104660.mp4,0
104662.mp4,0
104675.mp4,0
104677.mp4,0
104682.mp4,0
104683.mp4,0
104686.mp4,0
104690.mp4,0
104691.mp4,0
104694.mp4,0
104695.mp4,0
104700.mp4,0
104705.mp4,0
104707.mp4,0
104711.mp4,0
104724.mp4,0
104726.mp4,0
104728.mp4,0
104731.mp4,0
104732.mp4,0
104762.mp4,0
104765.mp4,0
104769.mp4,0
104770.mp4,0
104783.mp4,0
104787.mp4,0
104794.mp4,0
104800.mp4,0
104808.mp4,0
104810.mp4,0
104811.mp4,0
104815.mp4,0
104817.mp4,0
104819.mp4,0
104826.mp4,0
104834.mp4,0
104835.mp4,0
104838.mp4,0
104841.mp4,0
104844.mp4,0
104845.mp4,0
104847.mp4,0
104848.mp4,0
104849.mp4,0
104857.mp4,0
104874.mp4,0
104875.mp4,0
104883.mp4,0
104884.mp4,0
104886.mp4,0
104891.mp4,0
104892.mp4,0
104896.mp4,0
104899.mp4,0
104903.mp4,0
104912.mp4,0
104914.mp4,0
104920.mp4,0
104921.mp4,0
104935.mp4,0
104938.mp4,0
104942.mp4,0
104947.mp4,0
104949.mp4,0
104954.mp4,0
104956.mp4,1
104965.mp4,0
104968.mp4,0
104974.mp4,0
104983.mp4,0
105001.mp4,0
105004.mp4,0
105005.mp4,0
105008.mp4,0
105015.mp4,0
105016.mp4,0
105022.mp4,0
105027.mp4,0
105028.mp4,1
105035.mp4,0
105036.mp4,0
105038.mp4,0
105047.mp4,0
105050.mp4,0
105051.mp4,0
105055.mp4,0
105066.mp4,0
105067.mp4,0
105077.mp4,0
