filename,stalled
686306.mp4,0
145095.mp4,0
334438.mp4,0
102114.mp4,0
295892.mp4,0
186991.mp4,0
248955.mp4,1
246933.mp4,0
252852.mp4,1
238345.mp4,0
493597.mp4,0
535552.mp4,0
417129.mp4,0
274212.mp4,1
247241.mp4,0
508563.mp4,0
174421.mp4,1
141497.mp4,0
413402.mp4,0
129020.mp4,0
534316.mp4,0
423696.mp4,0
217798.mp4,0
314904.mp4,1
279260.mp4,0
366629.mp4,0
584424.mp4,0
106013.mp4,1
189573.mp4,0
394658.mp4,1
369500.mp4,0
505676.mp4,0
270511.mp4,1
672193.mp4,0
529707.mp4,1
525978.mp4,0
394249.mp4,0
262542.mp4,0
516145.mp4,0
120551.mp4,0
217578.mp4,0
186212.mp4,0
504938.mp4,0
522543.mp4,0
644546.mp4,0
402628.mp4,0
659832.mp4,0
584201.mp4,0
656709.mp4,0
275401.mp4,1
535275.mp4,0
189972.mp4,0
540647.mp4,0
157119.mp4,0
173869.mp4,0
251706.mp4,0
278379.mp4,0
657313.mp4,0
109444.mp4,0
215368.mp4,0
245875.mp4,0
131121.mp4,0
494172.mp4,0
612020.mp4,0
240333.mp4,1
104800.mp4,0
206585.mp4,0
521288.mp4,0
271455.mp4,0
525518.mp4,0
621360.mp4,0
375850.mp4,0
269975.mp4,0
310459.mp4,0
388779.mp4,0
407749.mp4,1
188292.mp4,0
236225.mp4,0
358084.mp4,0
612063.mp4,0
359002.mp4,0
555281.mp4,0
524465.mp4,0
188656.mp4,0
153941.mp4,0
484249.mp4,1
680393.mp4,0
120285.mp4,1
293637.mp4,0
494431.mp4,0
469201.mp4,0
190266.mp4,0
187984.mp4,0
245902.mp4,0
442011.mp4,0
368383.mp4,1
148526.mp4,0
275894.mp4,0
458890.mp4,0
251348.mp4,0
171293.mp4,0
595053.mp4,0
375113.mp4,0
587113.mp4,0
390821.mp4,0
168854.mp4,0
377868.mp4,0
350315.mp4,0
318370.mp4,0
272243.mp4,0
511810.mp4,0
599524.mp4,0
545073.mp4,0
417374.mp4,0
466792.mp4,0
309761.mp4,0
279791.mp4,0
531231.mp4,1
625178.mp4,0
179214.mp4,0
313144.mp4,0
155277.mp4,0
319858.mp4,0
100224.mp4,0
160367.mp4,0
547728.mp4,0
393029.mp4,0
570594.mp4,0
625332.mp4,0
189049.mp4,0
543508.mp4,0
552292.mp4,0
101433.mp4,0
105122.mp4,0
311011.mp4,0
308669.mp4,0
342589.mp4,0
324925.mp4,0
519939.mp4,0
413699.mp4,0
369656.mp4,0
674611.mp4,0
556583.mp4,0
600191.mp4,0
508235.mp4,0
389935.mp4,0
534894.mp4,0
412402.mp4,0
458099.mp4,0
219566.mp4,0
161111.mp4,0
533045.mp4,0
230893.mp4,0
123699.mp4,0
129294.mp4,0
249950.mp4,0
465755.mp4,0
476187.mp4,0
149952.mp4,0
349898.mp4,0
499490.mp4,0
216427.mp4,0
409895.mp4,0
261041.mp4,0
300555.mp4,0
245787.mp4,0
352779.mp4,0
431267.mp4,0
383107.mp4,0
367110.mp4,0
394389.mp4,0
501110.mp4,0
583062.mp4,0
569743.mp4,0
358302.mp4,1
577830.mp4,0
571830.mp4,0
139152.mp4,1
247099.mp4,0
259492.mp4,0
403051.mp4,0
371661.mp4,0
154122.mp4,0
215615.mp4,0
208860.mp4,0
213160.mp4,0
443708.mp4,0
150996.mp4,1
480092.mp4,0
592980.mp4,0
658525.mp4,1
226808.mp4,0
119294.mp4,0
350088.mp4,0
600541.mp4,0
115116.mp4,0
651832.mp4,0
326402.mp4,0
397521.mp4,0
275252.mp4,0
103771.mp4,0
322545.mp4,0
406946.mp4,0
317342.mp4,0
519831.mp4,0
566982.mp4,0
573400.mp4,0
481607.mp4,0
297420.mp4,0
190849.mp4,0
598397.mp4,0
581665.mp4,0
644668.mp4,0
577572.mp4,1
488631.mp4,0
477352.mp4,0
325025.mp4,0
464980.mp4,0
464514.mp4,0
211122.mp4,0
234973.mp4,0
520234.mp4,0
319869.mp4,0
449827.mp4,0
233958.mp4,0
510507.mp4,0
444008.mp4,0
238152.mp4,0
235982.mp4,0
574094.mp4,0
233070.mp4,0
542914.mp4,0
322838.mp4,0
152179.mp4,0
603726.mp4,0
567936.mp4,0
456002.mp4,0
517008.mp4,0
675682.mp4,0
226895.mp4,0
596444.mp4,0
247717.mp4,0
623942.mp4,0
201944.mp4,0
546916.mp4,0
251069.mp4,0
366741.mp4,0
100642.mp4,0
334436.mp4,0
532431.mp4,0
574448.mp4,0
301471.mp4,0
607281.mp4,0
399920.mp4,0
674415.mp4,0
572239.mp4,0
514986.mp4,0
327528.mp4,0
292584.mp4,0
219841.mp4,0
625253.mp4,0
172130.mp4,0
339820.mp4,0
667782.mp4,0
663693.mp4,0
440500.mp4,0
645144.mp4,0
519875.mp4,0
374591.mp4,0
397154.mp4,0
538368.mp4,0
272591.mp4,0
